S285,Min285,Comp.sci,22,
S286,Adam286,Physics,24,
S287,Adam287,Economics,29,
S288,Max288,Economics,21,
S289,Adam289,Biology,29,
S290,Tom290,Economics,25,
S291,Tom291,Comp.sci,28,
S292,Max292,Economics,28,
S293,Max293,Comp.sci,20,
S294,Min294,Comp.sci,24,
S295,Tom295,Physics,21,
S296,Adam296,Biology,29,
S297,Harry297,Biology,20,
S298,Tom298,English.literature,29,
S299,Max299,English.literature,22,
S300,Bob300,English.literature,28,
S301,Min301,Biology,27,
S302,Harry302,English.literature,26,
S303,Adam303,Biology,25,
S304,Adam304,Biology,27,
S305,Max305,English.literature,24,
S306,Max306,Comp.sci,25,
S307,Max307,Economics,23,
S308,Tom308,Physics,26,
S309,Bob309,English.literature,22,
S310,Max310,Biology,27,
S311,Tom311,Comp.sci,23,
S312,Max312,Physics,25,
S313,Tom313,English.literature,25,
S314,Tom314,English.literature,24,
S315,Harry315,Biology,29,
S316,Min316,Physics,24,
S317,Bob317,Economics,20,
S318,Adam318,Economics,28,
S319,Bob319,Economics,29,
S320,Bob320,Physics,28,
S321,Bob321,Biology,26,
S322,Adam322,Comp.sci,22,
S323,Bob323,Economics,20,
S324,Max324,Physics,20,
S325,Tom325,Biology,21,
S326,Bob326,Comp.sci,20,
S327,Min327,Biology,27,
S328,Harry328,Comp.sci,20,
S329,Min329,Comp.sci,22,
S330,Min330,Physics,29,
S331,Min331,English.literature,23,
S332,Min332,Physics,26,
S333,Max333,English.literature,22,
S334,Max334,English.literature,20,
S335,Bob335,Economics,24,
S336,Harry336,Comp.sci,28,
S337,Adam337,Economics,26,
S338,Max338,Comp.sci,28,
S339,Min339,Economics,20,
S340,Min340,Physics,26,
S341,Adam341,Comp.sci,23,
S342,Adam342,English.literature,22,
S343,Min343,Physics,22,
S344,Min344,Economics,25,
S345,Max345,Comp.sci,27,
S346,Harry346,Economics,29,
S347,Max347,Biology,24,
S348,Min348,Biology,29,
S349,Max349,Physics,26,
S350,Tom350,Physics,25,
S351,Adam351,Economics,22,
S352,Min352,English.literature,27,
S353,Adam353,Comp.sci,26,
S354,Harry354,Comp.sci,26,
S355,Bob355,English.literature,20,
S356,Harry356,English.literature,26,
S357,Tom357,Biology,20,
S358,Adam358,English.literature,28,
S359,Harry359,Physics,24,
S360,Bob360,Biology,28,
S361,Adam361,Biology,22,
S362,Adam362,Economics,24,
S363,Min363,Economics,28,
S364,Adam364,Biology,20,
S365,Min365,Comp.sci,25,
S366,Min366,English.literature,20,
S367,Tom367,Economics,23,
S368,Harry368,Physics,25,
S369,Harry369,Biology,24,
S370,Min370,Comp.sci,29,
S371,Adam371,Biology,22,
S372,Adam372,Physics,26,
S373,Min373,Biology,25,
S374,Harry374,English.literature,23,
S375,Harry375,Economics,20,
S376,Adam376,Biology,21,
S377,Max377,English.literature,22,
S378,Min378,Physics,25,
S379,Max379,Comp.sci,21,
S380,Min380,English.literature,23,
S381,Max381,Comp.sci,23,
S382,Harry382,Comp.sci,23,
S383,Tom383,Biology,27,
S384,Harry384,English.literature,25,
S385,Tom385,Biology,23,
S386,Bob386,Physics,27,
S387,Min387,Comp.sci,22,
S388,Min388,Comp.sci,23,
S389,Max389,Comp.sci,28,
S390,Adam390,Economics,24,
S391,Min391,Physics,25,
S392,Max392,Physics,28,
S393,Bob393,Physics,22,
S394,Tom394,Physics,22,
S395,Max395,Economics,27,
S396,Max396,Physics,20,
S397,Adam397,Physics,20,
S398,Adam398,Biology,25,
S399,Harry399,Economics,23,
S400,Max400,Economics,29,
S401,Min401,Economics,28,
S402,Adam402,Comp.sci,26,
S403,Min403,Economics,24,
S404,Tom404,Comp.sci,27,
S405,Adam405,Economics,26,
S406,Adam406,Physics,25,
S407,Adam407,Economics,24,
S408,Adam408,Economics,26,
S409,Harry409,Physics,20,
S410,Adam410,Economics,29,
S411,Adam411,Biology,28,
S412,Adam412,Physics,26,
S413,Min413,Physics,20,
S414,Bob414,Comp.sci,26,
S415,Harry415,English.literature,25,
S416,Min416,Comp.sci,24,
S417,Min417,Economics,28,
S418,Adam418,Physics,29,
S419,Bob419,English.literature,24,
S420,Tom420,Economics,26,
S421,Bob421,Economics,23,
S422,Bob422,Comp.sci,25,
S423,Min423,Physics,28,
S424,Bob424,Economics,25,
S425,Bob425,Physics,24,
S426,Tom426,Biology,27,
S427,Tom427,English.literature,25,
S428,Bob428,Physics,22,
S429,Max429,Physics,28,
S430,Bob430,English.literature,27,
S431,Bob431,Biology,28,
S432,Tom432,Physics,22,
S433,Harry433,Economics,20,
S434,Tom434,Comp.sci,29,
S435,Harry435,Economics,21,
S436,Harry436,Comp.sci,20,
S437,Bob437,Biology,22,
S438,Adam438,Comp.sci,22,
S439,Max439,Physics,27,
S440,Min440,Economics,22,
S441,Bob441,English.literature,27,
S442,Harry442,Biology,23,
S443,Tom443,Comp.sci,24,
S444,Adam444,Comp.sci,26,
S445,Adam445,English.literature,26,
S446,Bob446,English.literature,29,
S447,Min447,English.literature,29,
S448,Adam448,Biology,20,
S449,Min449,English.literature,24,
S450,Bob450,English.literature,25,
S451,Adam451,English.literature,21,
S452,Adam452,Economics,25,
S453,Min453,English.literature,28,
S454,Min454,Comp.sci,26,
S455,Bob455,English.literature,29,
S456,Adam456,Biology,20,
S457,Harry457,Economics,24,
S458,Min458,Biology,29,
S459,Tom459,Comp.sci,22,
S460,Max460,Comp.sci,26,
S461,Bob461,Physics,24,
S462,Max462,English.literature,22,
S463,Bob463,Comp.sci,20,
S464,Tom464,English.literature,20,
S465,Bob465,English.literature,29,
S466,Tom466,Physics,26,
S467,Min467,Economics,21,
S468,Harry468,Comp.sci,29,
S469,Adam469,Physics,28,
S470,Max470,Physics,22,
S471,Bob471,Biology,22,
S472,Adam472,English.literature,20,
S473,Tom473,Comp.sci,20,
S474,Harry474,Physics,24,
S475,Tom475,Economics,21,
S476,Tom476,English.literature,23,
S477,Max477,Physics,28,
S478,Max478,Physics,29,
S479,Adam479,Biology,27,
S480,Min480,Economics,24,
S481,Tom481,Biology,24,
S482,Bob482,Economics,24,
S483,Min483,Comp.sci,27,
S484,Tom484,Biology,26,
S485,Harry485,Physics,24,
S486,Adam486,Biology,29,
S487,Harry487,Economics,23,
S488,Adam488,Economics,22,
S489,Tom489,Economics,21,
S490,Max490,Comp.sci,28,
S491,Max491,Physics,20,
S492,Max492,Comp.sci,24,
S493,Min493,English.literature,23,
S494,Adam494,Economics,23,
S495,Max495,Physics,21,
S496,Min496,Biology,22,
S497,Max497,Economics,25,
S498,Tom498,Economics,28,
S499,Tom499,Economics,25,
S500,Tom500,Economics,24,
S501,Harry501,Physics,21,
S502,Bob502,Biology,22,
S503,Harry503,Economics,24,
S504,Max504,English.literature,25,
S505,Max505,Economics,27,
S506,Min506,Comp.sci,24,
S507,Harry507,Economics,27,
S508,Min508,Economics,29,
S509,Adam509,Biology,24,
S510,Adam510,Physics,24,
S511,Max511,Biology,26,
S512,Tom512,Economics,24,
S513,Harry513,Biology,22,
S514,Adam514,English.literature,20,
S515,Max515,English.literature,25,
S516,Bob516,English.literature,29,
S517,Harry517,Economics,25,
S518,Tom518,Economics,28,
S519,Adam519,Economics,26,
S520,Min520,Comp.sci,25,
S521,Bob521,Economics,21,
S522,Min522,Biology,22,
S523,Harry523,Physics,25,
S524,Adam524,Comp.sci,24,
S525,Bob525,Economics,28,
S526,Adam526,Biology,22,
S527,Min527,Economics,25,
S528,Harry528,Physics,23,
S529,Max529,English.literature,20,
S530,Harry530,Economics,22,
S531,Harry531,English.literature,21,
S532,Bob532,Economics,21,
S533,Tom533,Comp.sci,26,
S534,Bob534,English.literature,21,
S535,Harry535,Comp.sci,28,
S536,Max536,English.literature,26,
S537,Min537,Biology,24,
S538,Min538,Economics,22,
S539,Adam539,Physics,24,
S540,Bob540,Comp.sci,29,
S541,Bob541,Comp.sci,20,
S542,Min542,Physics,24,
S543,Min543,Comp.sci,25,
S544,Bob544,Economics,28,
S545,Max545,Economics,26,
S546,Harry546,Comp.sci,22,
S547,Min547,Comp.sci,24,
S548,Harry548,Physics,21,
S549,Min549,English.literature,22,
S550,Min550,Physics,22,
S551,Bob551,Physics,25,
S552,Tom552,Biology,24,
S553,Harry553,Economics,26,
S554,Min554,Economics,21,
S555,Harry555,Biology,29,
S556,Max556,Physics,22,
S557,Adam557,Economics,27,
S558,Bob558,Biology,29,
S559,Bob559,Comp.sci,23,
S560,Max560,English.literature,24,
S561,Harry561,English.literature,28,
S562,Adam562,Physics,26,
S563,Harry563,Biology,25,
S564,Adam564,English.literature,28,
S565,Harry565,Comp.sci,20,
S566,Min566,Comp.sci,27,
S567,Max567,Economics,20,
S568,Min568,Biology,26,
S569,Harry569,English.literature,28,
S570,Tom570,Comp.sci,21,
S571,Adam571,Economics,28,
S572,Min572,Physics,20,
S573,Adam573,Biology,25,
S574,Harry574,English.literature,28,
S575,Min575,Physics,21,
S576,Max576,Economics,21,
S577,Max577,Biology,20,
S578,Max578,English.literature,25,
S579,Tom579,Physics,21,
S580,Harry580,Economics,21,
S581,Bob581,Physics,24,
S582,Harry582,Economics,23,
S583,Max583,Comp.sci,23,
S584,Adam584,Biology,23,
S585,Tom585,Physics,21,
S586,Harry586,Economics,26,
S587,Bob587,Economics,24,
S588,Tom588,Comp.sci,22,
S589,Tom589,Physics,24,
S590,Max590,Physics,23,
S591,Adam591,Comp.sci,25,
S592,Adam592,Physics,25,
S593,Max593,Physics,25,
S594,Min594,Economics,26,
S595,Bob595,Biology,25,
S596,Min596,Economics,27,
S597,Bob597,English.literature,27,
S598,Bob598,Physics,26,
S599,Tom599,English.literature,21,
S600,Tom600,Comp.sci,26,
S601,Harry601,Physics,23,
S602,Adam602,Physics,23,
S603,Adam603,Physics,20,
S604,Min604,English.literature,20,
S605,Tom605,Comp.sci,28,
S606,Max606,English.literature,24,
S607,Harry607,Economics,27,
S608,Max608,English.literature,26,
S609,Min609,English.literature,27,
S610,Adam610,Economics,29,
S611,Min611,Economics,21,
S612,Min612,Economics,26,
S613,Adam613,Economics,28,
S614,Bob614,Physics,27,
S615,Bob615,Biology,26,
S616,Tom616,Biology,21,
S617,Harry617,English.literature,26,
S618,Bob618,Comp.sci,23,
S619,Tom619,Physics,29,
S620,Harry620,Comp.sci,29,
S621,Bob621,Comp.sci,24,
S622,Max622,Biology,20,
S623,Tom623,Physics,26,
S624,Adam624,Biology,23,
S625,Bob625,English.literature,22,
S626,Max626,Biology,22,
S627,Adam627,Comp.sci,21,
S628,Bob628,Physics,24,
S629,Adam629,Biology,28,
S630,Tom630,Economics,23,
S631,Min631,English.literature,22,
S632,Tom632,Comp.sci,25,
S633,Max633,Physics,23,
S634,Harry634,Economics,21,
S635,Max635,Physics,20,
S636,Harry636,Economics,20,
S637,Adam637,Physics,20,
S638,Adam638,Comp.sci,20,
S639,Bob639,Physics,27,
S640,Harry640,Economics,28,
S641,Adam641,Economics,26,
S642,Tom642,Economics,28,
S643,Max643,Physics,26,
S644,Min644,Economics,29,
S645,Min645,Biology,20,
S646,Harry646,Economics,25,
S647,Bob647,English.literature,21,
S648,Min648,Physics,20,
S649,Bob649,Comp.sci,26,
S650,Min650,Biology,23,
S651,Harry651,Comp.sci,28,
S652,Adam652,English.literature,21,
S653,Bob653,Biology,22,
S654,Bob654,English.literature,20,
S655,Min655,Physics,27,
S656,Adam656,Economics,24,
S657,Adam657,English.literature,27,
S658,Bob658,Physics,20,
S659,Tom659,English.literature,24,
S660,Tom660,English.literature,29,
S661,Max661,Physics,26,
S662,Tom662,Biology,26,
S663,Max663,Physics,23,
S664,Harry664,English.literature,26,
S665,Tom665,English.literature,27,
S666,Tom666,Biology,25,
S667,Bob667,English.literature,23,
S668,Adam668,Comp.sci,23,
S669,Bob669,Physics,24,
S670,Adam670,Biology,29,
S671,Max671,Economics,20,
S672,Bob672,English.literature,28,
S673,Adam673,Comp.sci,24,
S674,Max674,Physics,23,
S675,Min675,Economics,27,
S676,Bob676,Physics,28,
S677,Adam677,English.literature,24,
S678,Min678,Comp.sci,20,
S679,Min679,Physics,23,
S680,Tom680,English.literature,29,
S681,Min681,English.literature,29,
S682,Harry682,Physics,29,
S683,Bob683,Economics,23,
S684,Max684,Physics,23,
S685,Harry685,Physics,29,
S686,Max686,Physics,23,
S687,Tom687,Biology,28,
S688,Adam688,Physics,29,
S689,Harry689,English.literature,20,
S690,Bob690,Biology,20,
S691,Tom691,Biology,28,
S692,Adam692,Biology,28,
S693,Tom693,Physics,25,
S694,Bob694,Physics,25,
S695,Tom695,Physics,24,
S696,Min696,Comp.sci,20,
S697,Min697,Economics,27,
S698,Max698,Economics,27,
S699,Bob699,Physics,20,
S700,Bob700,Comp.sci,23,
S701,Harry701,Comp.sci,24,
S702,Tom702,Economics,26,
S703,Bob703,Physics,23,
S704,Bob704,Biology,22,
S705,Min705,Physics,25,
S706,Harry706,Physics,21,
S707,Adam707,Comp.sci,26,
S708,Max708,English.literature,25,
S709,Adam709,Biology,24,
S710,Bob710,Biology,22,
S711,Tom711,Economics,29,
S712,Tom712,Economics,22,
S713,Adam713,Comp.sci,29,
S714,Max714,Economics,29,
S715,Adam715,Biology,24,
S716,Max716,Comp.sci,25,
S717,Tom717,Physics,26,
S718,Harry718,Comp.sci,21,
S719,Tom719,Comp.sci,26,
S720,Tom720,Economics,24,
S721,Min721,English.literature,24,
S722,Adam722,Economics,23,
S723,Tom723,Biology,25,
S724,Adam724,Economics,22,
S725,Harry725,Biology,28,
S726,Max726,Comp.sci,29,
S727,Adam727,Physics,28,
S728,Adam728,Biology,22,
S729,Harry729,Biology,25,
S730,Tom730,Comp.sci,28,
S731,Max731,Biology,26,
S732,Adam732,Physics,21,
S733,Tom733,English.literature,27,
S734,Max734,Biology,27,
S735,Max735,English.literature,25,
S736,Harry736,Biology,26,
S737,Min737,Physics,25,
S738,Min738,Economics,22,
S739,Max739,Physics,23,
S740,Tom740,Physics,28,
S741,Bob741,Comp.sci,29,
S742,Bob742,Physics,27,
S743,Min743,Economics,24,
S744,Max744,Biology,27,
S745,Bob745,Economics,24,
S746,Min746,Comp.sci,23,
S747,Adam747,Biology,27,
S748,Tom748,Comp.sci,26,
S749,Min749,Biology,25,
S750,Tom750,Biology,20,
S751,Min751,Biology,27,
S752,Max752,Physics,22,
S753,Adam753,English.literature,23,
S754,Adam754,Physics,24,
S755,Tom755,Physics,25,
S756,Adam756,Comp.sci,22,
S757,Adam757,Biology,24,
S758,Min758,Comp.sci,29,
S759,Harry759,English.literature,21,
S760,Bob760,Comp.sci,25,
S761,Max761,Economics,20,
S762,Max762,Physics,25,
S763,Max763,Comp.sci,25,
S764,Max764,Economics,29,
S765,Bob765,Biology,22,
S766,Max766,Comp.sci,28,
S767,Harry767,Comp.sci,23,
S768,Adam768,English.literature,23,
S769,Harry769,Biology,22,
S770,Harry770,Comp.sci,21,
S771,Bob771,Economics,26,
S772,Tom772,English.literature,24,
S773,Max773,Economics,29,
S774,Bob774,English.literature,23,
S775,Bob775,Comp.sci,29,
S776,Bob776,English.literature,27,
S777,Adam777,English.literature,22,
S778,Max778,English.literature,22,
S779,Min779,Comp.sci,29,
S780,Harry780,Biology,26,
S781,Max781,English.literature,21,
S782,Max782,Economics,23,
S783,Min783,English.literature,25,
S784,Bob784,Comp.sci,20,
S785,Max785,Biology,24,
S786,Tom786,Biology,29,
S787,Harry787,Comp.sci,24,
S788,Adam788,Biology,26,
S789,Tom789,Physics,27,
S790,Tom790,English.literature,25,
S791,Max791,Physics,20,
S792,Adam792,Economics,25,
S793,Adam793,English.literature,28,
S794,Min794,Physics,29,
S795,Min795,Economics,22,
S796,Bob796,English.literature,23,
S797,Harry797,Economics,25,
S798,Max798,English.literature,22,
S799,Min799,Biology,25,
S800,Bob800,English.literature,21,
S801,Harry801,Biology,24,
S802,Min802,Economics,23,
S803,Min803,Biology,26,
S804,Harry804,Physics,27,
S805,Max805,English.literature,20,
S806,Max806,Comp.sci,27,
S807,Harry807,English.literature,23,
S808,Harry808,Economics,26,
S809,Adam809,Biology,28,
S810,Max810,Biology,21,
S811,Min811,Physics,20,
S812,Harry812,Economics,26,
S813,Tom813,Economics,29,
S814,Tom814,Economics,28,
S815,Max815,Biology,26,
S816,Harry816,Biology,23,
S817,Max817,Physics,23,
S818,Bob818,Biology,28,
S819,Max819,English.literature,21,
S820,Min820,Economics,21,
S821,Max821,Economics,22,
S822,Adam822,Biology,29,
S823,Min823,Biology,22,
S824,Max824,Physics,20,
S825,Harry825,Physics,29,
S826,Max826,English.literature,20,
S827,Bob827,Biology,27,
S828,Min828,Biology,21,
S829,Max829,Economics,25,
S830,Bob830,Biology,23,
S831,Adam831,Economics,28,
S832,Adam832,Economics,26,
S833,Min833,Economics,22,
S834,Bob834,Economics,24,
S835,Adam835,English.literature,27,
S836,Harry836,English.literature,28,
S837,Adam837,Physics,21,
S838,Bob838,Comp.sci,22,
S839,Harry839,Economics,28,
S840,Min840,Physics,22,
S841,Harry841,Comp.sci,23,
S842,Max842,Comp.sci,28,
S843,Harry843,Comp.sci,26,
S844,Bob844,Economics,23,
S845,Bob845,English.literature,21,
S846,Bob846,English.literature,29,
S847,Max847,Comp.sci,28,
S848,Tom848,Physics,24,
S849,Harry849,Biology,20,
S850,Max850,Physics,23,
S851,Harry851,Biology,24,
S852,Tom852,Economics,27,
S853,Adam853,Economics,28,
S854,Tom854,Economics,20,
S855,Harry855,Biology,24,
S856,Bob856,Comp.sci,21,
S857,Min857,Physics,25,
S858,Min858,Economics,22,
S859,Harry859,Biology,24,
S860,Tom860,Economics,28,
S861,Max861,Economics,23,
S862,Adam862,Biology,25,
S863,Max863,Economics,23,
S864,Adam864,Economics,27,
S865,Min865,Biology,25,
S866,Min866,Physics,28,
S867,Max867,English.literature,24,
S868,Bob868,English.literature,29,
S869,Max869,Biology,21,
S870,Max870,Comp.sci,26,
S871,Bob871,English.literature,23,
S872,Adam872,English.literature,22,
S873,Max873,Biology,25,
S874,Min874,Physics,22,
S875,Max875,Economics,23,
S876,Bob876,Biology,23,
S877,Tom877,Biology,20,
S878,Harry878,Economics,25,
S879,Adam879,English.literature,24,
S880,Tom880,Biology,20,
S881,Min881,Economics,20,
S882,Min882,Comp.sci,24,
S883,Harry883,English.literature,25,
S884,Harry884,Comp.sci,23,
S885,Min885,English.literature,25,
S886,Adam886,English.literature,26,
S887,Bob887,Physics,20,
S888,Max888,Physics,24,
S889,Max889,Economics,22,
S890,Min890,Physics,21,
S891,Bob891,Economics,23,
S892,Min892,Biology,28,
S893,Max893,Physics,29,
S894,Max894,Comp.sci,21,
S895,Tom895,Economics,21,
S896,Bob896,English.literature,22,
S897,Tom897,Economics,24,
S898,Tom898,Biology,28,
S899,Max899,Physics,28,
S900,Bob900,Biology,27,
S901,Tom901,English.literature,29,
S902,Adam902,Physics,21,
S903,Tom903,English.literature,25,
S904,Min904,Biology,29,
S905,Harry905,Physics,27,
S906,Harry906,English.literature,26,
S907,Bob907,Comp.sci,21,
S908,Min908,English.literature,24,
S909,Harry909,English.literature,21,
